geneid,control_1,control_2,control_3,treated_1,treated_2,treated_3
105378957,0,0,0,0,0,0
105378958,0,0,0,0,0,0
105378979,0,0,0,0,0,0
105378994,0,2,5,2,1,4
105379029,41,45,28,22,14,45
105379045,17,8,24,6,2,5
105379046,9,12,11,15,16,20
105379054,0,0,0,0,0,0
105379177,1,6,7,3,3,6
105379194,2,3,2,0,2,4
105379197,0,0,0,1,0,0
105379198,12,3,3,10,2,3
105379199,0,0,0,0,0,0
105379200,0,2,0,1,0,0
105379210,0,0,0,0,0,0
105379211,0,0,0,2,0,0
105379238,2,1,1,0,0,0
105379247,0,0,0,0,2,0
105379260,0,0,4,0,0,0
105379261,0,0,0,0,0,0
105379272,0,0,0,0,0,0
105379282,23,22,18,0,4,6
105379290,0,0,0,0,0,0
105379398,0,0,0,0,0,0
105379399,0,0,0,0,0,0
105379411,3,0,0,1,0,0
105379416,0,0,2,0,0,0
105379419,1,1,2,0,0,0
105379422,0,0,0,0,0,0
105379423,0,0,0,0,0,0
105379425,0,0,0,0,0,0
105379427,0,0,0,0,0,0
105379433,0,0,0,1,0,0
105379443,0,0,0,0,0,0
105379472,0,2,0,1,0,0
105379473,0,0,0,0,0,0
105379474,0,0,0,0,0,0
105379522,0,0,0,0,0,0
105379528,0,0,0,0,0,0
105379532,0,0,0,0,0,0
105379534,0,0,0,0,0,0
105379538,0,0,0,0,0,0
105379539,0,0,0,0,0,0
105379541,0,0,0,0,0,0
105379542,0,0,0,0,0,0
105379545,0,0,0,0,0,0
105379546,0,0,0,0,0,0
105379547,0,0,0,0,0,0
105379550,0,0,0,0,0,0
105379554,0,0,0,0,0,0
105379557,0,0,0,0,0,0
105379559,0,0,0,0,0,0
105379561,0,0,0,0,0,0
105379672,0,0,0,0,0,0
10538,552,637,700,943,1272,1058
10539,1147,1293,1400,1342,1480,1341
1054,1522,1642,1577,1197,1084,1111
10540,1887,2059,2103,2429,2410,2164
10541,4701,4941,5481,5557,6503,5471
10542,986,967,961,1385,1665,1260
10544,236,251,233,471,455,368
10548,2171,2296,2599,3185,3015,2839
10549,722,729,838,1365,1626,1327
10550,1304,1298,1299,1796,1850,1574
10551,768,757,856,323,351,320
10552,3987,4223,4601,4679,5061,4381
10553,3526,3682,4234,4832,5460,4745
10554,2,0,1,1,0,2
10555,1064,1180,1317,2139,2754,1990
10556,507,583,675,478,537,471
10557,248,305,268,244,267,302
10558,1983,2013,2081,1778,1849,1612
10559,268,229,276,234,202,183
1056,13,13,30,7,13,17
10560,198,236,232,251,165,202
10561,35,37,19,16,40,15
10562,0,0,0,0,0,0
10563,1,1,0,0,0,1
10564,2945,2828,3100,1539,826,1286
10565,1599,1587,1637,1184,808,858
10566,12,16,7,24,8,8
10567,1107,1130,1312,3172,5252,3289
10568,21,12,36,25,28,40
10569,1625,1593,1767,1588,1415,1338
1057,0,0,0,0,0,0
10570,31,47,40,13,6,22
10572,459,502,549,730,1075,711
10573,942,1005,1086,2180,2901,2174
10574,3476,3895,4367,5383,6641,5700
10575,3871,4122,4474,5834,6531,5060
10576,2534,2759,2957,2081,2094,2181
10577,4176,3730,4672,8402,9204,7935
10578,1,1,3,0,0,0
10579,508,556,608,678,473,568
1058,218,233,254,168,182,178
10580,137,152,182,144,77,88
10581,5,8,2,23,51,15
10584,17,20,25,21,19,20
10585,421,504,607,655,602,692
10586,0,2,0,0,0,1
10587,286,297,317,911,1167,1092
10588,17,13,25,33,44,27
10589,1325,1462,1682,6039,9403,6512
1059,1573,1928,2189,3209,3757,3316
10590,2,0,0,0,0,0
10591,236,313,358,1260,2109,1437
10592,997,1096,1296,696,570,477
10594,1,3,3,1,1,0
10595,1,0,5,1,2,0
10597,282,234,285,267,322,255
10598,2694,3249,3253,4258,4784,4296
10599,18,16,28,8,1,3
1060,217,228,218,144,135,116
10600,599,732,722,332,279,273
10602,1261,1214,1425,1809,1386,1715
10603,136,116,108,202,294,173
10605,2195,2383,2548,2525,2612,2216
10606,2582,2931,3189,2668,2448,2543
10607,774,918,989,1295,1590,1372
10608,503,520,662,694,785,776
10609,683,728,789,1647,1881,1505
10610,79,92,99,173,153,129
10611,3464,3315,3635,4270,3178,4403
10612,89,99,107,144,112,139
10613,1150,1179,1213,1783,1541,1480
10614,1619,1892,2035,1574,1598,1752
10615,515,531,671,384,289,353
10616,6966,7466,8117,9703,9406,9151
10617,1083,1091,1239,1438,968,1318
10618,6644,7058,7826,7083,4413,6655
1062,696,637,815,174,144,137
10620,174,183,222,247,143,201
10621,333,298,317,185,185,204
10622,64,103,64,76,74,57
10623,622,698,722,495,464,542
10625,974,1001,1098,1353,1198,1201
10626,2823,3003,3266,4202,4187,4162
10627,2151,2004,2275,4268,4567,3790
10628,11423,11917,12865,16195,15654,10009
10629,335,317,320,433,429,484
1063,2822,2936,3513,842,568,737
10630,0,0,0,0,0,0
10631,0,0,0,0,0,0
10632,1222,1433,1528,2247,2974,2199
10633,4,3,6,2,0,2
10634,354,377,462,404,414,425
10635,388,338,374,119,151,121
10636,94,115,134,174,234,200
10637,2,5,2,2,3,4
10638,0,0,0,0,0,0
10640,1997,2068,2235,1409,1261,1112
10641,342,414,370,493,535,486
10642,1989,2086,2416,1936,1190,2004
10643,2471,2313,2619,1762,1189,1590
10644,3324,3561,3904,3734,2377,3279
10645,849,1079,1246,794,574,764
10647,0,0,0,0,0,0
10648,0,0,0,0,0,0
10650,44,60,69,86,82,87
10651,606,600,606,712,808,760
10652,1500,1575,1886,2910,3333,2881
10653,10378,11296,12291,23327,30657,22202
10654,147,177,194,371,546,371
10655,0,0,0,0,0,0
10656,0,4,0,0,4,5
10657,4747,4898,5395,6111,6062,5591
10658,4250,4618,5143,4568,2640,4190
10659,0,0,0,3,2,1
1066,3,1,1,0,0,0
10660,0,0,0,0,0,0
10661,0,2,2,4,4,4
10663,18,14,12,1,0,3
10664,913,1007,1051,889,747,916
10665,0,0,0,0,0,0
10666,3,4,7,0,0,0
10667,254,320,344,361,379,324
10668,245,249,311,348,342,275
10669,0,0,0,0,1,4
10670,537,508,610,1030,1073,947
10671,596,619,610,493,591,427
10672,904,954,989,749,532,632
10673,36,47,43,47,42,26
10675,14,14,32,43,52,34
10677,74,59,90,19,8,33
10678,1036,973,1133,933,784,776
1068,0,0,0,0,0,0
10681,344,345,308,368,331,345
10682,351,417,549,1208,1500,1055
10683,28,42,35,73,110,75
10686,4,11,23,21,16,8
10687,8,15,4,7,8,19
1069,1689,1676,1865,1733,2239,1838
10690,668,708,724,130,64,131
10691,129,117,170,98,101,137
10692,0,2,1,0,1,0
10693,10,12,18,28,41,27
10694,2954,3173,3442,2925,3899,2836
10695,531,648,686,1227,1459,1285
10699,7,8,14,10,1,4
107,7,4,2,3,3,1
1070,300,216,290,230,390,239
1071,3,1,2,4,0,6
10712,0,0,0,1,1,0
10713,1157,1250,1276,1650,1577,1499
10714,595,710,734,569,429,423
10715,13,9,8,31,19,22
10716,0,0,2,0,0,1
10717,305,316,311,251,226,260
10718,0,0,0,0,0,0
1072,9018,10169,11111,17018,21606,19342
10720,0,0,0,0,0,0
10721,283,343,311,128,79,149
10723,177,271,228,303,258,216
10724,4602,4349,4882,2948,2203,3080
10725,5808,5928,6448,2954,1254,2615
10726,781,875,976,1442,1851,1652
10728,6932,7152,7602,4875,4827,4344
1073,693,708,700,937,919,812
10730,2994,3060,3168,3480,3061,3081
10732,965,958,1123,998,905,880
10733,218,231,241,103,76,84
10734,177,191,242,46,15,55
10735,5693,5749,6194,3385,2816,2457
10736,59,59,69,76,86,46
10737,1,0,0,0,0,0
10738,0,0,0,0,0,0
10739,2,0,0,0,0,3
10740,85,77,99,146,86,132
10741,803,765,821,790,615,742
10742,0,0,0,0,0,0
10743,1690,2030,2247,2528,1891,2525
10744,1,1,1,0,0,0
10745,1725,1796,1999,1526,1342,1649
10746,2607,2401,2449,1331,888,1085
10747,41,22,44,16,3,17
10748,119,106,99,10,10,4
10749,2780,3292,3553,6846,5831,6939
1075,3435,3600,4057,4038,4079,3907
10750,2,4,5,2,7,5
10752,0,0,0,0,0,0
10753,21,17,14,16,15,27
10755,2975,3358,3999,7944,10471,8295
10758,892,1008,1179,1382,1099,1277
10761,61,55,42,94,113,98
10762,1102,1284,1409,1082,776,901
10763,219,287,370,535,563,428
10765,3848,3981,4490,3074,2043,2702
10766,1198,1198,1489,1542,1097,1453
10767,1354,1378,1348,1247,1310,1133
10768,6213,6526,6937,7825,5660,6871
10769,2255,2298,2509,4045,3546,3933
10771,1598,1573,1648,1397,963,1359
10772,1727,1740,1843,864,861,814
10773,412,375,366,245,201,159
10775,381,383,460,366,425,352
10776,3005,2919,2963,2127,1422,1672
10777,0,0,0,0,0,0
10778,323,356,386,183,232,210
10780,238,245,267,152,86,150
10781,220,229,248,178,138,136
10782,1874,1912,2096,1707,1532,1866
10783,423,428,539,823,661,609
10785,242,246,276,237,200,294
10786,0,0,0,0,0,0
10787,9112,9238,9678,7205,6183,5798
10788,24,43,67,22,18,24
10791,35,31,62,115,205,94
10793,18,17,12,2,2,2
10794,955,817,896,555,129,568
10795,595,521,528,188,129,164
10797,6397,6575,6910,6826,6236,6260
10798,0,0,0,0,0,0
10799,242,259,316,204,197,191
108,0,0,0,0,1,0
1080,0,0,0,0,0,0
10800,0,0,0,0,0,0
10801,5920,6096,7061,10319,9434,10557
10802,1150,1206,1280,1278,828,877
10803,1,0,1,2,0,0
10804,0,0,0,0,0,0
10806,44,105,50,47,35,57
10807,454,498,589,518,604,494
10808,2440,2956,2828,2243,2258,1827
10809,2834,3228,3477,5032,6649,4717
1081,0,0,0,0,0,0
10810,79,88,68,93,67,70
10811,315,295,432,381,322,496
10813,865,962,1124,1229,1189,1259
10814,2,2,0,1,3,2
10815,46,45,62,98,145,78
10816,0,0,0,0,0,0
10817,119,102,127,203,211,177
10818,535,527,508,276,161,197
10819,84,121,100,88,113,87
1082,0,4,0,0,2,0
10821,0,0,0,0,0,0
10824,1,9,5,2,0,0
10825,206,207,238,224,94,211
10826,84,57,118,101,60,75
10827,352,397,388,499,452,364
10838,423,479,515,537,206,506
1084,0,0,0,0,0,0
10840,57,62,83,217,206,143
10841,1,4,7,4,12,2
10842,0,0,0,0,0,0
10844,1089,1089,1278,1191,1162,1154
10845,712,711,758,629,577,465
10846,2,0,0,0,0,0
10847,2563,3071,3559,2557,1402,2688
10848,1871,2245,2510,4672,4629,4326
10849,34,76,61,74,72,71
10850,1,0,0,0,0,0
10855,119,109,107,157,150,133
10856,1741,2125,2306,3082,3844,3529
10857,2202,2200,2311,2379,2354,2114
10858,0,2,0,3,0,0
10859,0,0,0,0,0,0
10861,64,104,99,36,25,60
10863,12,12,13,8,5,18
10864,0,0,1,0,0,0
10865,119,173,193,319,375,284
10866,0,0,0,1,0,0
10867,328,339,418,852,736,891
10868,508,521,643,663,655,693
10869,1413,1703,1891,1825,1571,1858
1087,0,0,0,0,1,0
10870,10,7,12,20,27,17
10871,0,0,0,0,0,0
10873,350,397,507,374,358,368
10874,7,6,4,1,4,4
10875,7,9,5,1,0,1
10876,0,0,0,0,0,0
10877,0,0,0,0,0,0
10878,0,0,0,0,0,0
10879,0,0,0,0,0,0
1088,0,2,0,0,0,0
10880,0,1,0,0,0,0
10881,0,0,0,1,0,0
10882,13,28,25,77,90,64
10884,1019,1097,1141,993,959,836
10885,2162,2388,2466,2596,2224,2577
10886,0,0,0,0,0,0
10887,0,1,0,0,0,0
10888,0,1,0,0,0,2
1089,0,0,0,0,0,0
10890,4266,4386,4590,4189,3887,3905
10891,1,0,2,9,10,14
10892,438,457,475,230,210,261
10893,30,40,39,42,10,23
10894,0,0,0,0,0,0
10895,0,0,0,0,0,0
10896,23,10,16,6,0,11
10897,1165,1384,1296,2594,3191,2482
10898,624,601,743,800,777,844
10899,1688,1775,1987,2647,3189,2571
109,771,893,962,1538,1191,1504
10900,57,57,52,45,55,61
10901,211,195,227,379,502,354
10902,1227,1306,1411,924,689,1023
10903,493,457,524,660,573,582
10904,1534,1526,1775,2813,2775,2877
10905,2905,2897,3176,2269,1354,1982
10906,641,727,842,869,813,737
10907,950,1184,1249,1314,1829,1354
10908,1526,1813,2008,2766,2803,2693
10910,534,610,655,706,937,547
10911,218,172,233,252,376,233
10912,3,3,10,25,35,25
10913,3,3,4,0,0,0
10914,2993,3141,3345,1653,1476,1614
10915,2122,2225,2558,1426,1130,1222
10916,714,787,891,1488,1670,1245
10917,0,0,0,0,0,0
10919,2,0,1,2,0,0
10920,869,927,932,876,871,859
10921,2416,2774,2970,3034,3141,3216
10922,873,955,1054,1235,1349,1278
10923,2060,2116,2260,1503,2241,1331
10924,73,71,58,65,58,73
10926,451,479,522,291,309,222
10927,2638,2505,2686,2090,1316,2089
10928,1264,1388,1519,1835,1364,1577
10929,423,502,480,603,517,639
10930,12,10,19,8,0,4
10933,3081,3250,3281,4751,4980,4511
10935,2904,2773,2942,2508,2472,2240
10936,32,43,56,6,1,5
10938,1744,2011,2098,3356,3278,3623
10939,547,611,671,827,831,903
10940,368,421,411,330,285,426
10941,0,0,0,0,0,0
10942,1625,1814,1973,2787,3346,2957
10943,685,629,802,442,341,432
10944,1621,1563,1598,1711,1980,1758
10945,4780,5344,5928,8850,10159,7280
10946,1811,1882,2102,2232,2213,2244
10947,536,544,616,448,355,401
10948,469,528,603,898,963,885
10949,2836,3119,3405,6181,7317,6392
10950,143,164,143,250,323,159
10951,1462,1532,1584,2436,2341,2212
10952,713,775,874,1134,1457,1184
10953,1024,1112,1297,1360,1432,1280
10954,373,421,481,958,963,754
10955,3614,3643,4005,3483,2391,3173
10956,2225,2245,2625,2692,3115,2562
10957,722,690,872,862,843,656
10959,3725,4121,4117,2909,2293,2790
10960,2552,2822,3143,5002,6923,4656
10961,1669,1778,1838,2475,3081,2517
10962,865,855,798,1655,1590,1695
10963,4246,5062,5436,7359,7280,6875
10964,4,8,17,19,28,10
10965,491,512,574,745,776,920
10966,122,148,174,178,196,151
10969,1335,1675,1858,1981,2379,2188
10970,1751,1884,2279,2425,2505,1905
10971,8171,8182,8424,10369,9552,9376
10972,13950,13650,14925,14936,12849,12318
10973,1758,1915,1938,1377,970,1001
10974,68,68,84,81,89,84
10975,1020,1199,1285,1636,2357,1755
10978,249,269,243,284,357,298
10979,1255,1307,1446,2147,1792,2070
10980,1103,1292,1453,2353,3039,2446
10981,251,332,360,976,1192,930
10982,91,94,73,92,74,85
10983,5558,5534,6076,6975,6510,5306
10984,255,303,313,61,12,53
10985,4636,5436,5785,3818,2727,3386
10987,578,655,679,663,747,702
10988,2514,2638,2686,1222,1436,1137
10989,2978,3080,3619,3148,3123,2781
10990,0,0,0,0,0,0
10991,15,7,12,16,16,13
10992,4469,5083,5666,7838,7205,6994
10993,2,3,1,0,2,8
10994,591,618,804,1000,1202,981
10998,128,162,189,342,470,391
10999,612,730,852,905,850,1044
11000,0,1,0,0,0,16
11001,451,542,581,372,345,312
11004,1081,1220,1320,895,906,793
11005,24,29,14,10,15,7
11006,0,0,0,0,0,0
11007,781,847,871,2601,4320,2573
11009,0,1,0,0,2,3
1101,89,98,125,16,3,19
11010,20,38,40,24,32,20
11011,505,604,679,553,570,571
11012,3,5,1,4,2,3
11013,0,0,0,0,0,0
11014,4191,4304,4615,6959,6340,5030
11015,714,716,791,993,890,687
11016,722,628,784,447,270,424
11017,485,462,591,427,514,427
11018,383,416,504,899,1295,943
11019,359,327,299,410,359,361
1102,31,34,28,17,11,11
11020,549,614,671,450,508,389
11021,1001,1165,1182,1038,924,1084
11022,386,417,450,516,432,444
11023,0,0,0,0,0,0
11024,0,0,0,0,0,0
11025,0,0,0,0,0,0
11027,0,0,0,0,0,0
1103,0,0,0,0,0,0
11030,485,415,539,407,453,254
11031,1126,1101,1218,1357,981,1184
11033,471,513,662,1071,1311,1037
11034,8281,7961,8265,8173,8776,7322
11035,0,0,0,0,0,0
11036,0,0,0,0,0,0
11037,46,50,58,40,20,26
11039,1,0,2,3,0,0
1104,1623,1898,2119,2356,2172,2468
11040,29,55,49,74,65,68
11041,332,361,437,788,895,663
11042,1,1,1,0,0,1
11043,68,107,95,223,138,136
11044,1555,1624,1642,1235,955,1201
11045,8,5,4,20,17,15
11046,529,637,577,720,738,676
11047,1960,2365,2622,2767,3213,2881
1105,1333,1530,1544,766,590,595
11051,5181,5240,5857,3752,3754,3463
11052,1869,1950,2034,1127,1243,1310
11054,648,798,819,1052,1305,1040
11055,0,0,0,0,0,0
11056,172,187,227,165,144,182
11057,4764,4844,5373,3325,1993,3183
11059,1391,1475,1773,1378,1143,1025
1106,3260,3266,3809,3675,2061,3058
11060,808,899,996,954,701,1095
11061,0,0,0,0,0,0
11062,334,286,356,213,244,231
11063,10,9,6,0,3,0
11064,760,779,881,361,265,353
11065,1233,1413,1497,972,1241,949
11066,113,131,143,154,170,183
11067,243,255,313,966,1165,640
11068,248,253,290,650,645,628
11069,17,14,28,11,6,10
1107,4469,4975,5708,6612,4943,6081
11070,589,653,719,1140,1182,1195
11072,0,0,0,1,0,0
11073,1164,1293,1411,580,378,409
11074,0,0,0,0,0,0
11075,0,0,0,0,0,0
11076,51,54,69,34,19,30
11077,15,23,26,22,25,15
11078,3514,3651,4482,2652,2283,2670
11079,1410,1662,1645,1520,1640,1437
1108,5628,6235,6766,6332,4731,6174
11080,424,426,409,232,300,174
11081,0,0,0,0,0,0
11082,0,0,0,0,0,0
11083,2324,2774,3018,1722,996,1593
11085,0,0,0,0,0,0
11086,0,0,1,0,0,0
1109,69,50,66,10,1,12
11091,927,1031,1130,1169,1144,1144
11092,273,226,258,402,439,351
11093,130,128,121,139,152,147
11094,370,392,457,616,759,637
11095,0,1,5,0,0,2
11096,0,0,0,0,0,0
11097,511,562,556,425,429,375
11098,1179,1243,1350,1749,1664,1478
11099,212,207,197,285,160,255
111,108,115,205,14,5,13
11100,4807,5456,6135,7425,5645,7828
11101,611,653,642,468,288,384
11102,367,378,448,537,443,533
11103,327,336,340,134,110,106
11104,380,349,359,357,412,305
11105,2,0,6,1,3,2
11107,0,0,0,0,0,0
11108,627,638,691,586,364,543
1111,233,258,319,295,271,295
11112,1544,1600,1677,1863,1807,1765
11113,552,620,750,265,128,261
11116,639,658,724,335,301,382
11117,19,20,17,44,41,74
11118,307,386,422,639,429,454
11119,449,491,590,613,355,507
1112,300,279,309,268,142,211
11120,436,467,465,486,399,481
11122,0,0,0,0,0,0
11123,428,367,420,283,213,284
11124,1359,1468,1590,1837,1799,1547
11126,15,26,23,12,1,8
11127,821,662,757,431,425,335
11128,1340,1502,1479,1667,1024,1568
11129,681,724,774,965,989,935
1113,0,0,0,0,0,0
11130,415,502,612,389,421,545
11131,0,0,1,4,1,0
11132,208,251,305,296,301,352
11133,204,224,213,255,309,276
11135,1304,1399,1518,1959,1952,2187
11136,3,4,0,0,0,1
11137,830,853,969,854,817,759
11138,1633,1677,1952,845,496,726
1114,0,0,0,0,0,0
11140,2661,3111,3264,5500,5843,6277
11141,0,0,0,1,0,2
11142,365,365,390,663,803,658
11143,802,801,896,1018,708,940
11144,18,12,12,12,3,4
11145,741,814,910,1863,2261,1712
11146,133,176,131,86,85,81
11147,232,227,193,337,440,326
11148,0,1,0,0,2,0
11149,108,116,102,76,41,77
11151,85,100,113,74,82,94
11152,589,681,747,1244,1584,1282
11153,91,88,80,78,64,77
11154,202,250,259,197,243,261
11155,35,43,54,41,33,37
11156,0,2,0,7,37,2
11157,113,87,89,201,199,231
11158,487,484,532,350,322,422
11159,107,123,131,112,82,90
1116,0,0,0,0,0,0
11160,967,1134,1214,1245,1080,1187
11161,967,1068,1184,1708,1854,1408
11162,22,29,23,22,19,29
11163,1920,2017,2060,829,652,763
11164,1501,1525,1822,1497,1688,1337
11165,67,90,55,282,381,344
11166,0,0,0,0,0,0
11167,497,528,520,2685,2265,2448
11168,1149,1302,1502,1102,1096,792
11169,422,498,558,317,363,289
1117,1,1,3,33,32,11
11170,2,0,5,0,0,0
11171,4497,4914,4991,4460,4677,3965
11172,2,0,0,0,0,0
11173,96,122,117,99,50,42
11174,4,5,3,22,12,14
11176,4230,4651,5121,3928,1783,3213
11177,1716,1854,2003,1287,1296,1194
11178,0,0,0,0,0,0
11179,758,809,810,662,799,529
1118,0,0,0,1,0,0
11180,1832,1825,1952,1753,1445,2031
11181,0,0,0,0,1,2
11182,736,824,878,1658,1583,2002
11183,1158,1157,1235,757,621,680
11184,14,13,40,27,27,29
11185,0,0,0,0,0,0
11186,214,219,292,494,530,349
11187,1059,1209,1392,1641,1941,1731
11188,1967,2121,2420,1894,1368,1919
11189,14,14,9,4,1,3
1119,1639,1783,1794,1182,1072,1142
11190,493,615,714,443,367,389
11191,4,3,1,1,1,2
11193,323,302,302,194,209,159
11194,551,684,698,484,511,595
11196,863,980,1022,1012,785,762
11197,0,0,0,0,0,0
11198,2957,3298,3456,3189,2797,3129
11199,26,35,44,7,10,9
112,1549,1542,1883,1344,1086,1235
1120,2,4,6,2,1,1
11200,366,415,429,450,421,316
11201,303,295,298,126,77,102
11202,530,471,584,747,936,776
11209,63,58,74,56,29,51
1121,778,821,881,451,334,357
11211,74,92,80,38,21,26
11212,639,655,644,610,570,564
11213,3,3,1,0,0,1
11214,1576,1813,2076,1789,881,1676
11215,2431,2528,2579,1829,1254,1395
11216,840,839,963,688,529,631
11217,3,1,2,4,1,4
11218,371,398,436,325,325,319
11219,1,5,4,9,8,5
1122,1961,1988,2137,869,582,764
11221,143,147,160,151,119,170
11222,2220,2387,2527,1702,1739,1794
11223,5,4,18,5,5,6
11224,6575,7966,8028,13317,19214,13277
11226,1603,1880,2034,1819,1398,1595
11227,0,0,0,0,0,0
11228,436,436,448,203,136,175
1123,22,27,27,10,18,19
11230,155,177,228,531,489,443
11231,2535,2546,2675,1884,1694,1775
11232,154,132,166,100,77,93
11234,1281,1311,1532,1857,1347,1815
11235,1155,1267,1336,941,1106,796
11236,698,676,718,961,762,863
11237,3093,3053,3905,2565,1140,2359
11238,179,181,186,225,194,209
112398,0,0,4,2,0,6
112399,379,318,499,519,510,409
1124,279,304,364,148,105,147
11240,475,481,613,812,543,609
112401,0,0,0,0,0,0
11243,139,173,199,233,268,257
11244,942,930,965,574,481,440
11245,59,73,53,717,511,625
112464,19,24,30,23,40,24
11247,439,434,542,693,777,648
112476,98,86,91,20,16,31
112479,260,287,284,188,133,162
11248,2,2,6,12,22,12
112483,414,496,534,936,1249,944
112487,373,447,467,510,463,543
11249,0,0,0,0,0,0
112495,390,474,450,477,629,555
11250,0,0,1,2,0,0
11251,10,13,9,11,5,10
11252,1592,1666,1796,2694,2251,2610
11253,1085,1257,1396,2144,2480,2037
11254,5,1,3,2,0,0
11255,0,0,0,0,0,0
11257,174,222,225,377,629,377
112574,680,671,707,796,530,842
11258,383,475,479,707,913,736
11259,832,852,865,1261,911,1160
112597,294,302,351,566,684,528
11260,5836,6006,6418,3383,2430,3044
112609,2,0,0,0,0,0
11261,2945,3279,3753,4256,3266,3400
112611,189,189,159,168,194,135
112616,239,204,271,288,389,280
11262,6,6,6,6,2,3
11264,249,247,347,314,330,290
11266,501,526,495,329,416,485
11267,675,773,922,1054,1330,985
11269,495,577,607,668,687,646
11270,0,0,0,0,0,0
112703,84,74,96,210,230,139
112714,7,2,0,0,0,1
11272,0,0,0,0,0,0
112724,0,1,0,0,15,1
11273,4134,4550,5127,8128,5648,6754
11274,65,56,83,293,251,262
112744,0,0,0,0,0,0
11275,767,802,767,743,664,582
112752,968,999,1056,1107,1332,1174
112755,74,52,88,71,36,87
11276,0,1,8,6,23,7
11277,84,104,106,95,87,125
112770,456,539,643,842,677,771
11278,378,362,418,195,126,182
11279,387,389,396,332,170,384
1128,0,0,3,0,4,0
11280,0,0,0,0,1,0
112802,0,0,0,0,0,0
11281,0,0,0,0,0,0
112812,239,265,266,440,682,559
112817,17,10,17,6,2,9
11282,5539,6218,6901,6748,8262,7235
11283,4,11,6,0,0,0
11284,508,671,858,860,1091,1085
112840,469,475,484,218,308,232
112849,1052,1035,946,782,603,799
11285,335,420,443,788,841,756
112858,476,527,512,468,487,383
112869,280,308,324,453,520,440
112885,83,78,86,89,64,89
1129,0,0,0,0,0,0
112936,423,499,460,743,642,653
112937,0,0,2,0,0,0
112939,2611,2673,3069,5733,4629,5556
112942,699,723,793,608,623,496
112950,638,685,711,1156,1205,1015
112970,0,0,0,0,0,0
113,1424,1634,1950,2385,1364,2252
1130,956,1025,1067,590,387,440
113000,587,728,761,1092,1317,1200
113026,979,1174,1286,1338,1253,1239
11309,194,217,284,631,513,844
113091,0,0,0,0,3,1
1131,0,0,0,0,0,0
11311,556,597,647,576,554,509
113115,87,71,89,69,73,62
11313,822,945,1056,1584,1912,1712
113130,612,849,882,713,792,750
11314,0,1,0,0,0,0
113146,714,710,913,1167,463,935
11315,1262,1445,1582,2523,3221,2707
113157,6,2,6,11,9,12
11316,1184,1379,1534,1607,2115,1827
11317,11,4,17,4,6,7
113174,694,680,779,679,757,669
113177,13,7,15,9,4,14
113178,1157,1343,1286,2002,1679,2041
113179,63,78,88,51,67,72
11318,1,2,0,2,2,3
113189,105,114,132,317,380,356
11319,720,838,833,916,794,786
1132,6,2,7,5,4,14
11320,1224,1209,1343,1062,793,786
113201,3096,2946,3122,2459,2030,2108
11321,750,750,762,974,993,865
11322,1927,1939,2472,3449,3424,3429
113220,0,0,0,0,0,0
113230,61,85,81,179,221,163
113235,165,254,210,259,145,233
113246,1106,1303,1380,1432,2025,1305
11325,1873,1922,2215,2355,1997,2294
113251,1958,2216,2125,876,828,829
11326,0,0,0,0,0,0
113263,522,555,541,632,433,537
113277,45,44,73,39,36,45
113278,937,954,1177,1006,1058,912
11328,978,970,1127,1790,1494,1642
11329,1642,1683,1940,1291,1007,1215
1133,1,0,4,0,0,2
11330,0,0,6,0,0,0
11331,4370,4948,5493,4658,5612,4979
11332,856,903,1072,1670,2200,1637
11333,1246,1389,1537,2388,2578,2719
11334,561,672,789,889,1054,963
11335,3568,3595,4059,2412,3158,2269
11336,2160,2423,2680,2491,2443,2548
11337,3725,3859,4212,5509,7093,5275
11338,5725,6253,6809,8412,8295,9876
11339,83,93,120,54,58,52
1134,16,13,11,0,0,1
11340,813,904,921,791,820,720
113402,786,811,898,921,1136,912
11341,0,4,0,0,0,0
113419,1129,1182,1238,958,678,1105
11342,1000,945,1009,677,612,552
11343,1536,1572,1860,4268,2971,3808
11344,2486,2432,2874,3965,5402,3851
113444,325,371,386,580,586,591
11345,1171,1161,1186,1677,1867,1397
113451,66,62,83,77,76,69
113452,767,844,916,1535,2302,1566
113457,19,17,32,6,1,20
11346,420,440,428,1420,995,1018
1135,0,0,1,2,0,1
113510,134,128,144,83,72,85
113540,44,92,59,41,25,34
1136,1,1,1,0,1,0
113612,59,50,50,102,95,85
113622,221,261,317,428,487,449
113655,496,506,657,1577,2041,1556
113675,313,368,336,352,496,414
113691,0,0,0,0,2,0
1137,0,1,0,0,0,0
113730,302,276,276,329,308,369
113746,1,1,2,0,0,0
113763,83,113,101,126,108,215
113791,119,109,115,275,248,182
1138,64,74,62,38,27,27
113802,296,346,358,259,343,373
113828,3,3,4,0,0,4
113829,1317,1418,1446,2127,1939,2127
113835,0,0,0,0,0,0
113878,292,271,327,323,352,334
1139,0,0,0,0,0,0
114,0,0,0,0,1,0
1140,1029,1128,1132,1441,1377,1762
114026,0,0,0,0,0,0
114034,132,156,195,161,151,174
114036,1,0,2,0,0,0
114038,0,0,0,0,0,0
114041,0,0,0,0,0,0
114043,1,2,0,1,0,0
114044,133,141,143,57,25,94
114049,1181,1249,1290,1374,1639,1502
114088,232,231,247,194,113,120
1141,8,4,10,2,1,3
114112,167,137,189,361,340,364
114131,0,0,0,0,0,0
114132,0,1,0,0,1,0
114134,5,3,7,3,2,0
